fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
11.900164324063399,0.8041520287101831,0.5800536279602795,15.046909163878187,0.09260454960502772,102.02465980676563,299.10058891846546,2.297069511782201,5.679488459714432,0.9212738945495953,23.6346679309549,3
17.87710023371078,0.7740862948302776,0.7592928482350012,11.322284267359118,0.12030899568170902,101.94852026229485,391.63476213987747,2.3602551334260475,7.949569890099446,0.8812593650560686,19.233468089647037,3
14.75370460662275,0.5499854256869718,0.5207614822906999,13.31829503109063,0.09529541306556379,83.27575661931897,308.1737492347403,1.7148826063745257,7.717170547018263,0.8019901403651506,20.469452493273007,3
17.779038452689583,0.8286233739268342,0.6875732994909292,10.998303021375552,0.09821005243038138,102.90607112214944,289.5615015859367,1.5024524054553412,7.061906952736278,0.8428881060440209,22.905814497527807,3
12.650851791755127,0.6369358430688133,0.5557700030613344,10.126001850716962,0.11163358468918783,114.61942237485147,266.96104411795375,2.213467973816105,4.996941177298931,0.7666988118224697,15.815245259647222,3
14.316971606005447,0.5088125364845559,0.6322968743408085,12.009865376693153,0.11765248044513306,94.43136464106195,344.5109100457542,1.9269303488069935,5.467123390878393,1.1639752775052177,21.037675883103542,3
12.772605483508201,0.5691576648898453,0.6644867396270121,10.552502671241658,0.11479039159287142,123.85599183744368,412.7561667562876,1.8091508291772216,5.0838264035213045,0.8881565475825735,24.5656151019224,3
13.344834863377596,0.8127725923439879,0.7714676139758418,9.876790793742327,0.10963618810753759,115.6260706464067,419.90624546921197,1.5302245561393437,5.328133046209655,0.7487535432462348,19.311883106783576,3
18.348723344742197,0.6409539796055541,0.8274655104327584,10.416284618209447,0.13457362156218983,98.88691860248868,409.0211565171718,2.3968522005104242,5.552154849669929,0.8161571715914335,23.403446913917627,3
15.330855436078695,0.6475349691519654,0.6845130968338116,12.17312010203765,0.11901384175556062,105.45464185316307,268.4851865847323,1.5084336041170274,7.774935064631252,0.9509496682256637,15.734849833299204,3
14.79586381432013,0.6572025130235668,0.6840088630777511,11.06086040433632,0.12137243534632369,111.52652604163215,409.5056074878287,2.231690775438028,7.047871745087509,0.7193270019457078,21.43677335694143,3
17.69278855249547,0.7082941587324791,0.7176783394716779,10.974920654986411,0.10552416014224748,119.79328143100648,422.293264305981,2.0506086503456817,7.2661480887196035,1.1723720805084525,17.915430981748088,3
18.9856167353287,0.6701870740663078,0.6952381920044356,10.411960328247485,0.09268631938840845,94.98101989789501,425.05657045135865,1.6728534700476247,6.163193189504156,1.1772713519247517,22.116877475737923,3
13.499743439408842,0.6499767723896259,0.5082409666297265,12.373871817123296,0.10562456987742136,101.50088346241611,401.30953457165367,1.8288128641533876,4.83786278018483,1.039884239299371,18.993510455940335,3
13.907344245171425,0.7973413229187108,0.807252785094263,14.330715370301316,0.12112426454901842,82.45995175794921,423.3209420064725,1.663188013892266,7.290934293857581,0.8834026756332123,24.3818482120026,3
14.713241589732121,0.5724553386473945,0.5922211280553865,11.571405105955634,0.12550998767428898,81.72585995550027,399.4139076209923,1.8470263767143251,5.8886814868922865,1.0982995121078951,16.03669052289234,3
17.413268819728067,0.8120485829258004,0.7176267650396997,15.137337946250392,0.12679632950269687,117.45361473652622,266.1293054401032,2.177883347658244,4.894382280712209,0.7268098247959752,16.495678653693034,3
16.784934303788564,0.6286631020866263,0.6617102076071646,12.67194922863817,0.1198784196469471,83.95150542056578,385.15225858727865,1.7364709150784663,7.792268183879475,0.8955206324062134,25.190763668516816,3
17.37362667033918,0.6562834418394436,0.6992019679270599,13.429363210966924,0.120968715495337,85.65992246621313,337.48151133904776,1.8315480888307014,6.633652771708848,1.14192911740651,22.648332639251358,3
17.34986093209616,0.7536042490033046,0.5596538517226144,12.53895252665131,0.10166238978539291,115.43806135913667,297.69160614401346,2.4502354460177616,6.533234214576961,0.7268228345973125,17.230088356680646,3
18.3637486673215,0.6664535342745277,0.676011182786268,13.78890407847824,0.10060608460207002,91.64061519173647,350.4888450907636,1.6437807112375438,7.224222307931853,0.9769631138060391,19.19493411018456,3
16.370055503468166,0.7884067314937644,0.567423620288268,15.100567922578474,0.1346661291634714,127.39771529961196,353.03129755186865,1.7501046166418193,6.035792135358173,1.157329415320918,18.630456304406337,3
18.576072918111766,0.6903270454760639,0.5906617977035243,14.003254786507632,0.13280303184027764,92.94044782247977,391.55014899001645,1.974014142427778,7.531689711196986,1.0171759560828668,25.180816400525035,3
13.461915124871437,0.6500155430496956,0.5506142197199329,12.559759496939368,0.10734621409533851,97.12442496150365,321.150351353225,1.9754770839169011,7.484934107405808,1.1043824790787826,17.85501780965165,3
17.773859302489914,0.5092706275236859,0.5339920269309172,11.254540530737065,0.12408210128782904,130.86161435045727,290.13313408587805,1.7640029782987812,7.533125714892677,1.0313684413502915,16.93699451199416,3
14.853043562823352,0.776232895254171,0.6223837785129662,10.190730790251672,0.130913639186461,101.95050079037335,279.10342270592093,1.7948683135840566,7.527923213242747,1.1337303763488376,16.055683056412093,3
14.867299910693031,0.7554361040335137,0.5152249320547992,14.443156010392979,0.12975076348242776,91.42174712045278,351.5602206413131,2.4235577794163436,7.828987171931653,0.7227336431429477,16.5702120448309,3
18.397160360396366,0.7649048029789203,0.7850183726069148,12.767890375113856,0.09099860382412979,109.2789976992058,385.62193269765964,2.269276395700327,4.92876763883168,1.0483276874362866,24.43009922481299,3
12.941373957718248,0.8042742331901218,0.7876415613865417,11.045341070859788,0.08230408972843543,90.59792334540889,389.43138032163154,2.275372664155038,6.47096959788521,1.0467100170568957,20.240445475130905,3
16.70263184168939,0.5807926418314359,0.5637783792062654,15.451130366920573,0.13365635608262108,107.65521825109681,357.87648420549283,1.6231475617762918,6.660661035780294,1.1022509571181645,22.991349078952304,3
15.126523509715874,0.723728793406258,0.6145257476123894,11.967094045707299,0.10013982606336311,124.86404119499569,426.0177858715054,1.6740232392256966,5.589535356215845,1.0859105639999456,24.664506094001176,3
14.967065618318001,0.6632449646770544,0.5330824680128036,13.276160375912308,0.10099471612943564,117.15839784532758,389.9571936023027,1.618899476709957,5.554801307168342,0.9555327956319607,24.600688352384424,3
13.928902256420638,0.5740931681369001,0.6210784415811029,15.279250711326672,0.09922293135265048,117.60852190124574,306.8099361694527,1.6149202053912484,7.733450955105047,1.1675193397416461,18.617104024083186,3
13.513332569428236,0.6244486056275963,0.8070378795788622,10.396799725852443,0.11278417748210916,94.78796692932492,345.3122159663198,1.9776421520578502,5.592316378311599,0.8851646681706176,24.653873466180094,3
14.103550729508617,0.6224304802626779,0.8388931797482642,15.80305735133084,0.10365788084661377,88.23877807766421,358.28780680113925,2.470628734466856,7.387697968697708,1.112743645097921,24.777339921068034,3
16.52716260660915,0.8148535013968592,0.5957985565104394,14.3054843877816,0.08854011095661196,98.47908945798662,306.1305279261551,1.6480928746948513,7.345044695309285,0.8458729811548712,23.0757260344985,3
15.946523912687447,0.6833196256272621,0.683344428354197,14.664371368723806,0.10862772228725787,108.84481349538666,412.94097411859593,2.249303053132464,7.296267235300707,0.7645799347869782,17.586773287107036,3
13.334554915779625,0.7569532801801668,0.7240209598532967,14.849126700637132,0.08686864817882206,89.63626417693267,363.7995195495039,1.8040264230102698,5.5166366072650845,0.7786943769468723,24.47365574404511,3
18.488801578128925,0.5815320601846338,0.5161123594600595,13.869016151558807,0.09529104679345594,104.0106214117749,363.545720175244,1.9363195169890113,7.373383641419869,1.0375978519618005,21.049647482693867,3
11.937381484085932,0.7411270464639725,0.6073010500063454,13.908840365191097,0.09133502540913975,108.3945419847753,339.11664536664813,1.7726882240080999,6.4923472018005794,1.154614668517306,22.788764932193153,3
16.169764882141404,0.5609838937051752,0.5900715053715929,15.057939496006831,0.09203511886178904,100.17038303873218,361.06956620153255,2.408074975466253,5.9220798532801355,1.1778640855581903,18.18267806867402,3
17.419374775680794,0.718678899337724,0.5179371314611517,15.05238972775895,0.11686418519819547,114.465734608659,271.11109974329014,1.5332867181786538,6.416575479347746,0.8399164567703159,21.37364879531314,3
11.422135282165806,0.6535982761059451,0.5394968066454046,10.576738633752072,0.08465009619971246,93.79488181142477,281.93742089164977,2.2768463147194318,6.474370770457773,1.093878568031549,23.33964616023568,3
18.743598767165565,0.652654122586305,0.5076467463121007,13.378351981675383,0.09762962702633064,83.57424183541757,276.10868287664505,2.038304986930984,6.683404162518868,0.9966330426669688,17.44081717008582,3
15.864666225863338,0.7724816502636416,0.5992102014023121,14.459643518017064,0.10926596831094293,131.39564056456499,329.78095570544065,2.4220004897286813,4.9677526111825765,1.173635705996595,19.43194699470731,3
16.729790450359914,0.7377839132934221,0.8025666015356729,11.817262608503848,0.09742148433383177,105.88028382438117,345.5025082796733,1.6998120461140602,7.582781490103294,1.0144585469932523,25.36383131326106,3
13.025166781907139,0.5601653813697656,0.7050460530132929,13.894780625637733,0.09770290629395394,114.66440094315809,372.8808002504648,1.5508184480941247,7.29925783093204,1.0591940819755856,17.348732330459484,3
13.344483631403724,0.8019858533614663,0.8054534917499305,11.31775046454335,0.1031570630091234,110.8177372393456,295.2812209605653,2.094109049996469,4.813515862031016,0.8759061424688894,20.805030822257358,3
16.503021200722124,0.6198029238638147,0.5329669758800251,13.456745525543752,0.10989937604007108,96.73131753103837,321.2289920840037,1.9677446803710348,7.82154396666596,1.1204219048165487,19.194602838881096,3
12.109438030936408,0.5059276693497496,0.6286103228113965,10.292321890462357,0.08943619654753716,124.52048825042411,421.44424663583186,1.830776442668283,6.099552610224968,0.8065676312129282,24.599956259117555,3
12.521501570818732,0.5723364312552943,0.5120650362059902,11.00069752723421,0.09009658785841841,99.9670319075748,260.87216916231796,2.3549703406561857,6.230777669037157,0.9879686077852214,18.95178409108318,3
12.791314817796158,0.5817972898994546,0.673668700863113,15.496599330255119,0.0867639853287726,86.19022294555067,386.640192884097,2.122273098561601,7.081361454692013,0.9726190422669775,25.14230198256442,3
11.978265109709959,0.6509395460573479,0.6290995790665008,9.666670524098379,0.12873622973008894,92.14628446184383,332.93191967541577,1.969128380645206,7.747486111724555,0.7492153027521425,22.204980515201285,3
13.629130612078823,0.5391218031568382,0.7163550878671792,10.027347815644404,0.11658908385495849,83.21134208069495,278.4641487138481,1.705139720293162,6.508297629261662,0.9799735445412643,17.51396709432524,3
12.124153005870724,0.7385662606794816,0.631790043423984,12.164707284645074,0.09761747591734025,127.23408801806423,333.18230053026446,2.2019929088624837,5.613111900281093,0.9914370763235094,19.810726855572092,3
13.140844629616414,0.7142298317040616,0.7636400569673369,15.590986466447566,0.09552908783671758,83.9894439630816,373.5366256385295,1.9405419187633575,7.950367887156091,0.747258059383696,22.0864886842539,3
14.590961276783375,0.55843095170054,0.7511539802039259,15.868544772921915,0.1008121423750227,118.18387663206951,385.6631809702933,2.105193108913798,6.014566195209383,1.0930222248082575,22.98092472576904,3
17.85145666632283,0.8227078402225178,0.5161509315711893,10.013402175344535,0.123718587054359,108.23269374522887,394.4173474666338,1.575155250756851,5.819513915154996,0.769025013677615,19.977898898126877,3
12.313028998950998,0.5687703148010018,0.7456812483726054,13.624060499926035,0.12303090417807602,114.44636120552697,405.2547775337133,1.9717285962756506,6.260331464411422,1.1368547397800506,19.934730445859554,3
15.534414510932542,0.6806301213709125,0.6390314228774995,10.773036595733338,0.09698856647561147,119.01684037049219,344.45935156722896,2.275206103737905,7.014887482046475,1.0540651811873134,21.854968451708434,3
12.917950102383829,0.5220062483099035,0.8140421020486077,13.490311822797022,0.09364755485651897,107.16403371410911,262.8100352327795,2.4148272906338693,7.734754497575798,1.1802784048190014,20.35778495815083,3
13.772983503106895,0.7477560724452446,0.8287767979203262,10.602960355187658,0.1005419001127591,106.95980518620489,345.87232723380635,2.2771445738884784,7.813592839160702,0.7552623252309147,16.56511476213825,3
16.877357364528827,0.5017965821604025,0.5066409425231827,11.67026349180341,0.1083856086055284,129.53532526267205,393.0154766481769,2.0976813756732273,5.662566491601597,0.9080286676011879,20.097589433867793,3
17.79076583614034,0.6166913271826168,0.7521537089958257,14.751986187168296,0.0961431688807861,105.92858041034836,422.8901671103393,2.1035631008634046,5.740835678197784,1.070796192321331,17.88128242014832,3
16.460487738648943,0.5811146533702929,0.5448979812977148,9.655303942164075,0.09484587222517848,86.32357005532414,262.7019615282756,2.282386890537928,7.369209443569007,0.7361744782281007,20.694513611742764,3
14.92802805681545,0.5037873427423702,0.6951689638512376,14.974825537229563,0.08633515451454025,94.83121070035493,334.84019358620696,2.114480694990927,7.066372473593773,0.8038678605974064,23.171784533184546,3
11.753725353111982,0.8153461090505247,0.687303291023282,11.312561383626461,0.10933609331171948,103.65314119766882,363.7630002719299,2.1166794971353564,5.300230808382632,0.9630159020352888,20.540209197683918,3
15.268110692703619,0.5058280078206355,0.5390678140584484,9.883923473654159,0.12191044339629278,113.63534473769577,400.81461586694303,2.3708068076124107,6.7255097332466285,1.0702460930071542,23.933484854566224,3
16.515486063574432,0.7344145037575618,0.5470964542266966,10.104488098052034,0.10219751740519337,122.25682777487998,402.6877222469483,2.1547898220625976,7.6633002009103475,0.9274862312906703,20.981844749581107,3
15.498596698189763,0.75105713921613,0.5159678098939897,15.695334570762618,0.09353638517318999,133.14172105190474,362.531445740668,1.6248248291481049,6.504601187681171,1.1154097143360775,18.56905867122248,3
14.82743454201358,0.5040758179017462,0.6480582752455213,14.859363611386907,0.1047591608400182,105.37586394725207,284.18012916127304,1.5260798145762962,7.483730849048332,1.1000001391242942,22.914334689266617,3
16.1732519320759,0.7071331004815762,0.7205462193943727,12.027252227505704,0.11828380920955028,80.8030435168828,301.53551449346656,2.3454962598068008,5.358466620877028,0.9429152082695289,22.584524819510982,3
16.641786363488567,0.5674237891123824,0.6051192191582402,11.992892432374106,0.11348435923194164,112.23879339922368,321.6636835198493,1.5067018751279624,5.820039763954327,0.805840648843123,23.29735564636426,3
18.5148327280113,0.6465801938483406,0.6512662237334521,15.042321333206747,0.09777470412331266,122.05214339742312,260.28166885231474,2.321341461839553,6.36758839365061,0.763299225227548,23.175770427587942,3
14.796794563498642,0.7947775142285269,0.5080466637815276,15.357471482448366,0.1302494684368603,111.4327672964193,308.99352423338047,1.8476795224715217,5.569056746583192,1.047993364309036,24.769787481396417,3
14.876173968229143,0.7409298886438037,0.5403948583430878,12.425178991203516,0.08963903590081382,91.83400283740238,326.8857297354357,1.7916741430472398,5.719750143792625,1.0688046677769514,25.08466501647733,3
16.97911130751698,0.787173198471653,0.5600477801700051,12.426581678176113,0.10043712404074982,118.32464689489782,330.149786106992,2.443622261988204,5.544234506185186,0.9774510112640337,16.007583953250734,3
18.904997511511453,0.6949699042278613,0.608886115807552,14.93598314338254,0.12537949095491305,111.30207775129259,299.8658699480812,1.676638975340544,6.251245927878377,0.8548156052120423,18.289461950539987,3
15.771276060277874,0.5346939791161407,0.8005225200245658,13.526961115586932,0.11740073717691621,114.5040343090397,413.82532627905846,2.3050479200650305,6.8560748476003495,0.8796233805605788,16.76989731585775,3
15.167055950286258,0.8325464617301189,0.5279379154167001,11.87994128797491,0.09997200238096461,106.35436398494502,347.4555534693651,1.7964164210317035,7.369603189040558,0.7476018507239992,15.901191200889864,3
18.816077084491077,0.7175455488683183,0.595909919644718,9.772173645207785,0.10220960453267776,120.50339781194305,262.59362030701067,2.4194760575363805,7.049128712554641,0.8204161018749812,16.60384481511244,3
18.149969052291276,0.5648187736258181,0.560552777951726,11.199486322198174,0.13151710933586272,131.1676595754707,411.0180804682025,1.5020104218397792,7.682408804746455,0.758815864875964,24.7279120240829,3
17.123496027548537,0.830858520279224,0.5531897889748858,11.142779361190982,0.094917105955552,102.7053353416729,362.8950924972455,2.12229022965516,6.740624602167484,1.0603906826887266,23.09969866414322,3
12.056986296165661,0.6127605300907804,0.6175756673585563,10.140624521095674,0.09323084108322949,111.50389885825305,363.22954619687744,1.9345518379066364,7.694597823501166,0.8836750379981201,15.563954975384423,3
15.482283779283717,0.6287299684788222,0.8086351540722325,14.23977747096225,0.13331299632289878,110.02756948622546,363.09437691069064,1.9662466520742914,4.876280429557637,0.9775138820938323,19.929273837659135,3
16.97132264765721,0.769382737989051,0.8291776623385267,9.748474746154159,0.1090521698579172,94.65177306486909,315.83342054705207,1.8966235432098904,7.726683814796714,0.7910831266557959,23.43538137467834,3
12.275735457752791,0.5344518953192997,0.8221333391298983,13.325844391077338,0.11515334520216139,126.77526436721982,301.32439807447474,1.5926108915568653,5.382564705465095,0.9842661787795749,21.616589079580905,3
14.714927558797662,0.7978191675624018,0.6240143078895735,13.330154505656477,0.13470299292830146,84.21155571459104,273.8309306059789,1.6973044388884735,5.2932071763543815,1.0089689352867428,23.908558436766867,3
17.199862422150872,0.7270422253380912,0.6987046748246762,11.397205870874139,0.12477586534565749,104.27067225588112,401.2739550407674,2.307032885434341,6.364905304959906,1.104922026048409,15.597178924174612,3
18.58809348303658,0.5536597749595773,0.6691422079923152,13.341982133286313,0.09040430285904327,94.78556601759959,420.7192441930294,1.6087814170382233,6.427046788142112,1.0710271268519789,25.668007826069456,3
16.500761566133612,0.8258725779149869,0.8351801569150666,10.023725324520523,0.10399259223172763,95.07002239636546,360.1066386973588,2.456831800430303,4.913315920240288,0.7917128594374484,22.11005642041179,3
18.16635758327523,0.5978406081779152,0.8304595190573569,12.943550288360788,0.12460883959025715,83.30711639771437,425.4653069222494,1.6874419508012466,6.2182338287584376,0.7778746756803167,18.19354160115191,3
18.571911084758547,0.697583355597781,0.6765073244115805,10.315117999726063,0.11150114743690229,80.94390510743953,277.50853776726683,2.1935971802909133,7.525944925765426,0.9513531120484681,23.219231960756176,3
14.289681678743563,0.537292625952754,0.8291418049168563,14.169148223506173,0.12756375805293582,92.92702108104403,305.3246259122611,2.3591836797269323,7.59760155843346,0.7715127510248123,25.79184475760136,3
16.479197972919675,0.6224038622797522,0.7177595194082345,12.423878634444305,0.11718664337529686,108.04707420981563,423.1408576417653,2.004009132990646,6.022072233766023,0.7468813470780479,15.944663370152922,3
16.39824375192763,0.7995764836857957,0.6639086910017633,12.950136528035532,0.08210520398266909,107.44912914866259,279.9847631664498,1.774018804624893,7.409021028201945,1.1107240671691292,21.7430000734532,3
15.491302287259199,0.6843213344593159,0.6459431981466156,14.879597325727874,0.11127144238937939,85.626764711601,273.37645135682516,2.210872179186209,7.930062948898549,1.1241159959114024,17.21244609959892,3
14.375623195431775,0.8308011249219677,0.7062116261993803,12.369152381295258,0.13140009767693744,125.08548942718453,421.79320724039894,2.218867100181329,7.224935186688549,0.9662155532479629,16.000466388222748,3
18.240085239742363,0.8287535743245463,0.5544018664739265,10.284650500335765,0.09827455762927134,132.52860986439904,402.8870822608567,2.140263921117511,6.460351079993452,0.7949088641592125,22.358746050840807,3
12.348039348841189,0.7783112961491303,0.578804089729622,12.811447185307237,0.13338930447879885,99.73838223643551,423.4648156713745,1.7015510737402142,4.835686056238434,1.0450527928993005,20.104995887946018,3
14.975001682886521,0.6977877910002106,0.5079449934398429,14.784909800576491,0.12421153952773806,93.06696120342498,269.02408576985283,2.057564476765345,5.937312361826585,0.9060202668956288,18.921334470142824,3
16.44119181792656,0.5649863822984261,0.8189921949457348,13.63391969199306,0.10995510496086411,84.31133384998434,333.2707977465262,1.6246338796476478,5.882229295763468,1.0428506452766835,22.486917102240493,3
16.524567530519317,0.5257213407804882,0.7198319464256797,10.578332531625223,0.11079028006705549,116.90255521563137,279.9327154468724,1.7239304565737454,6.441729008744701,0.925288429571852,21.496603378248434,3
18.38762802532653,0.823227064468784,0.7453321923196057,11.458204370134704,0.11552975964278278,85.55813751931908,269.37575675392566,2.307558848284267,5.0241903834358155,1.0958129221263264,16.466528246908673,3
12.806379848058018,0.542232279558748,0.5772140866830475,13.578896218807937,0.09745039724426446,89.2656765148161,276.0670492315845,2.221081735795739,4.837747357115999,0.7157943127913873,16.473820334316315,3
14.183745232540485,0.6937715306569078,0.8373819271251319,14.596727219720968,0.0867574705387746,93.22315245554805,286.49617267119294,1.9171510499957654,7.746605212304184,0.75461713399887,18.51409476497589,3
18.902693603860456,0.7225312016246118,0.6709693743013875,10.813310113005294,0.10809047533939138,87.23836436217528,335.4760703018983,2.350265810657843,7.9107195162858215,0.7137189561455699,18.41037935621473,3
15.802269663086722,0.7462390739654191,0.8348361517150666,14.083294712441244,0.13423243212808642,126.62285288721827,259.8641408063424,1.677378504198261,5.668401541713194,1.0487232789337693,17.76730631685989,3
13.5020667737657,0.6174845005208006,0.7752719018169938,12.771793281016928,0.1088218730365941,93.54216544740913,358.2460036745432,2.4332074556292467,7.578212616585402,0.7175903278343536,17.51887614375915,3
17.26482560432592,0.7348820563847807,0.7729795590111308,13.552344812978868,0.13416309616748115,130.5941632120109,368.0143131388983,2.446990994456384,7.803537620435254,0.815865940451562,19.071472505578466,3
15.688410993441206,0.6367362056642305,0.8343152024509992,9.844171289192769,0.09358223464932058,98.3339376592382,319.80416517364864,2.352991952541446,5.973205504781191,0.9292762609679499,20.54677555396585,3
16.23323966507747,0.5652800348644165,0.7574759644950697,14.361808715194435,0.10233629614537451,92.9359352295436,397.62562023222426,1.9096014312151466,6.964412032672456,0.9270165853485547,16.178219407362423,3
17.467699204538242,0.7185844007849715,0.7138585022014967,9.629086236706806,0.09528456930846989,130.36134004234793,268.07180102798446,1.8135861944971456,6.484797595503994,1.1538919478030634,22.055875580992673,3
16.390858699352034,0.5450875031548851,0.5088240594609644,11.151432360093525,0.11666942468649794,101.5615592895674,377.779332200012,2.0548259887464018,7.89035752456315,0.8383813989197851,23.757868417222852,3
14.532172508228665,0.7478625583386131,0.6413907140812346,15.786155394503428,0.0888485875957324,133.1599283236696,361.80483744861647,1.9310765543196518,7.121436812541124,0.8555649306425132,25.211577228467203,3
15.758733282202503,0.7939739187587732,0.8292277744018235,15.540846319853872,0.1328531997387481,111.84969747226008,348.5776096151556,2.413297959133306,7.538418979531881,0.725883609209742,18.85500977921935,3
12.664351596676713,0.8064708705445758,0.5390847775466968,13.871376340325059,0.11504826587539599,85.2002073496313,376.5212608974644,1.8942848933179608,5.2931504517496775,1.1049063291033026,25.650748922050866,3
13.634849868710624,0.6501670073637621,0.6015253356763139,9.819412545070687,0.08242083658327595,83.00965160510349,299.1122504761451,2.1106718766780173,6.136848319304574,0.805833560813144,21.307258184377325,3
11.812563828508821,0.5643252874973876,0.5244810169434411,15.616294901278875,0.13517128738202022,117.64879021470946,363.21698700393233,2.295212385418111,6.797968572604617,1.0051971578372298,18.303604660277898,3
18.775324548871456,0.8098644468317873,0.6940144625418615,14.779790466938547,0.08870407266136272,124.95135068080779,396.47073349102925,1.8664647738212843,6.233118202920066,1.0770473833826542,25.74352698876013,3
16.9048386980575,0.742300651897116,0.7855914082267268,15.050147778138703,0.09639597216784106,108.61507215420917,400.32899752256753,2.129148141448574,7.344516595663665,1.0078671410948887,22.84926077279013,3
17.227951629630553,0.511777522513771,0.5249475570536555,11.188040184152248,0.13460030776423323,119.37883215175552,350.45616175784266,2.4344762815062366,5.248362399401438,1.0272388750739736,17.518110463312983,3
17.217858757893104,0.7993545961311352,0.5119991604848786,12.591466919433906,0.11039352094434565,88.4453424198035,355.4571462989579,1.5651110545722413,7.463495453544866,0.8063112889293373,18.528905590369426,3
17.440421404083953,0.8321889666786426,0.640273694298209,10.672742668118008,0.11451594856481136,94.37457595047852,417.93298915074615,1.9789547290400975,7.194217517047779,1.0044977511931057,25.511376379325988,3
15.387405586699295,0.6282551651132836,0.7590170600523982,10.249286801583706,0.11687390553630819,119.48933704457633,290.7007751863998,1.5410760149949796,5.020101817114047,0.982088801162185,16.805060225846056,3
16.708452198902492,0.6956814135374209,0.6580183653466762,13.508393284067441,0.09462774851878578,133.17049447570898,322.0367618490652,1.8693920346056572,7.056720641795829,0.9266079988876821,16.58840262032421,3
14.255398469497797,0.5473745928410878,0.7096597063544949,14.79558127005232,0.08820260061310628,125.96497291647228,424.4984199709968,2.4612204113697445,5.802330950038879,0.7353497429321318,24.275965401278036,3
15.745437999200998,0.690013176112532,0.5127232580205248,13.03111723994373,0.09888002022341569,100.59532676863856,334.7491826759331,1.689103462917138,4.933617507931517,1.071385190332646,20.63670669527178,3
15.353033988690303,0.7888075756857627,0.6029084505387334,12.09820554860551,0.09655434095233495,130.26554783897015,415.0839125116945,2.386361385067129,5.329420198880875,1.048861869175783,22.621376760820613,3
13.487378688342778,0.5457340077654659,0.6204880420938795,10.381687266204732,0.12460640914943555,119.16850062292667,285.4557171471815,1.592376212870566,4.968986727964962,0.9761444101155541,15.828188536937246,3
13.076496980542146,0.5833018819038376,0.7478705796050605,15.124104831906577,0.11900332627735855,109.69357153005835,342.2589685163316,1.5816994462972278,7.173560432787514,0.9172998822886446,25.670465975549043,3
12.35036142660585,0.6829878968288746,0.6915938707927483,15.967096861787955,0.1300858154113685,107.0195420832004,365.90271117139275,1.6533797449128145,7.206863345792456,1.0466899848131446,17.49894719368322,3
13.809771335620793,0.6135949804025371,0.6968020629538898,15.649099836673862,0.1039020427351664,116.64801655219915,283.15310146389095,2.0771924482673145,5.683524530189301,1.062286902444328,20.72126356667828,3
15.46018076799869,0.5368847200811653,0.8172661709529931,9.618784137489651,0.08683678825783997,89.7066412068089,350.3411963507607,1.6013526357606636,6.9361119597589145,1.1516556377984943,19.49645545991953,3
16.987586725809756,0.5995389915246708,0.6914120156023741,12.071255579992693,0.10505316440893056,124.24119795126322,262.24533025557474,2.0784408298972448,4.99652300678089,1.1468604124089106,16.79256353653734,3
12.548167825024006,0.7789009812003469,0.5623286731635093,13.754726895986519,0.11727324962300284,130.57187964859264,402.05201601545866,1.568426725110231,7.26228295920042,1.0926386868971831,19.127968401988188,3
12.556673018676749,0.8326283046908718,0.6606495514340226,10.615301375617413,0.11944528547457958,92.95722769792604,421.9309768909248,2.03187215919015,7.951306508204546,0.798557258541061,18.599441010511967,3
13.74997696547799,0.7599489374040116,0.8005513359481707,11.62445728340311,0.11021703612627129,86.83133749549935,388.6048767367548,1.6040873737861665,7.36220447180139,0.9097210275398309,22.43499258264599,3
12.559226162235175,0.6264959457470313,0.7309581603118825,13.163956400687614,0.11718471443038841,111.11513270319114,373.8978134751626,1.6762676751772168,5.7538738707705015,0.908890483973487,18.933204013902845,3
16.503822883813076,0.5660712582853431,0.6186877531830673,11.163034995179904,0.1295552500383877,130.12981946622915,328.0929874241891,1.8495625215121738,7.948110728286281,0.7449953401733163,23.84295525353234,3
16.367055032906492,0.7134127325866473,0.6475384990877663,14.531170468209133,0.08424254736903442,86.7945813119178,355.7335101025171,1.7182011707821303,7.862739474626213,1.1058055674936023,16.579453830945322,3
14.846581196987758,0.5504351465360292,0.8024827258572453,14.920096086998676,0.1073446431216182,80.71576876991067,418.7925012876848,1.9344179009924867,7.4034520646949105,0.9990285201596918,22.88678452424753,3
16.71765256723911,0.5636788901056423,0.7284265353935188,14.737091586332097,0.13428356999562552,84.73476932632191,349.1135521550995,2.2876618172026997,5.029082930270794,1.1644242623763086,19.80630584295494,3
14.496427466096423,0.6688845789391253,0.6262002392733758,15.348074193201105,0.13201835436013742,103.66382465587463,339.3133888324368,2.1014869690800224,7.541890556731506,0.8853369467669421,24.12100682693142,3
13.554206425820006,0.6545121267991538,0.835130387535689,13.029279585019403,0.11892327178573561,102.31057347161466,411.8269303763436,2.4047573151443244,7.836331040537625,1.134126342554549,21.075217811825826,3
16.82037839406623,0.6951609206670908,0.8056214124563357,10.995910289929743,0.11164978638622147,120.85984413039256,313.23537737481354,2.2713983117339427,6.907162153538696,0.8484378207577892,19.919911420090106,3
15.112978801312073,0.6254453744846017,0.8194387481728695,13.812990899824722,0.12172080929037865,88.89342522456884,404.29967853402104,1.6490330261746224,5.811485497780474,1.1346895658660796,24.350014751511836,3
